1,-0.069834584,0.240583079
1,2.020887733,-0.034959137
0,-0.645424222,0.408487705
1,1.570861444,0.243999781
1,0.738900426,-0.448339166
1,0.66689607,-0.672020004
1,0.544569636,-0.576015149
1,0.170048999,-0.294296734
1,1.822249194,-0.19841463
0,0.593695974,0.830638661
0,-0.119183265,1.067244991
1,0.941011401,-0.597054934
1,0.898726751,-0.74111203
0,-0.322306756,0.854297939
0,0.399339993,0.983952641
1,0.52719759,-0.083308385
1,0.491081832,-0.1948011
1,1.558773832,-0.778843278
1,0.827076179,-0.125550893
1,0.238104743,-0.51979252
0,0.175343632,1.117414481
0,0.785279318,0.419012068
0,0.281806314,0.90771569
1,0.933023201,-0.544714525
1,-0.06844422,-0.027234329
0,-1.018023241,0.168343446
1,1.251954828,-0.507908864
0,-0.155619625,0.876050928
1,-0.051390607,0.055209442
1,1.72916186,-0.105112489
0,0.935164418,0.363511685
0,0.710999824,0.67414569
0,1.11350228,0.231248549
1,0.850101556,-0.300707911
1,1.772290622,0.304098893
1,0.091068502,0.054136423
0,-1.151062704,0.744842203
1,-0.079359847,0.402148859
1,0.099618584,-0.503394011
1,1.276063355,-0.869908727
0,-0.786441828,0.766688848
0,0.723156044,0.831916329
0,0.989869565,0.553719107
0,-0.053124975,0.981325395
0,-0.655096975,-0.181798794
0,-0.478364292,0.740491206
0,1.008412998,-0.085445628
1,0.326639448,0.043827635
0,-0.409947692,1.002086711
0,1.181612773,0.39372544
1,0.473353933,-0.231459126
0,-0.781921845,0.693999167
1,1.439715215,-0.404701574
1,0.016123881,0.199556931
1,1.940719866,0.008360466
0,0.037245938,1.006392046
1,1.395202769,-0.459241847
1,1.370255556,-0.793919114
0,-0.237803324,0.838880211
0,-1.160877296,0.079136039
0,0.724230268,0.940144906
1,1.162909877,-0.405131176
1,0.11553869,-0.012018212
1,0.890445327,-0.544145405
0,-0.365698083,0.77324594
0,-0.628599107,0.430892569
0,0.700749504,0.603786295
0,-0.8266557,0.831427635
1,0.792394828,-0.582698675
0,1.175952262,0.272187909
1,0.633249141,-0.413025596
0,0.83846799,0.792508119
1,1.622630916,-0.664699635
1,1.267764277,-0.495709154
1,0.287806035,-0.165082553
1,0.420521886,0.095015149
0,-0.39746552,0.38015889
0,-0.940532052,0.095738509
1,0.530961768,-0.607325318
1,2.03048433,0.183076685
1,2.014170788,0.189139992
0,0.335307955,1.303736788
1,1.424541093,0.050773217
1,-0.193271629,0.557113801
1,-0.121756122,0.508190484
1,1.772093501,-0.342661615
0,1.040232889,0.733191287
0,-0.969920296,0.675946167
